PROVIDERID,DAYOFWEEK,SLOTSTARTTIME,SLOTENDTIME
277,3,15:15,15:30
277,3,15:30,15:45
277,3,15:45,16:00
277,3,16:00,16:15
277,3,16:15,16:30
277,3,16:30,16:45
277,3,16:45,17:00
277,4,8:00,8:15
277,4,8:15,8:30
277,4,8:30,8:45
277,4,8:45,9:00
277,4,9:00,9:15
277,4,9:15,9:30
277,4,9:30,9:45
277,4,9:45,10:00
277,4,10:00,10:15
277,4,10:15,10:30
277,4,10:30,10:45
277,4,10:45,11:00
277,4,11:00,11:15
277,4,11:15,11:30
277,4,11:30,11:45
277,4,11:45,12:00
277,4,12:00,12:15
277,4,12:15,12:30
277,4,12:30,12:45
277,4,12:45,13:00
277,4,13:00,13:15
277,4,13:15,13:30
277,4,13:30,13:45
277,4,13:45,14:00
277,4,14:00,14:15
277,4,14:15,14:30
277,4,14:30,14:45
277,4,14:45,15:00
277,4,15:00,15:15
277,4,15:15,15:30
277,4,15:30,15:45
277,4,15:45,16:00
277,4,16:00,16:15
277,4,16:15,16:30
277,4,16:30,16:45
277,4,16:45,17:00
277,5,8:00,8:15
277,5,8:15,8:30
277,5,8:30,8:45
277,5,8:45,9:00
277,5,9:00,9:15
277,5,9:15,9:30
277,5,9:30,9:45
277,5,9:45,10:00
277,5,10:00,10:15
277,5,10:15,10:30
277,5,10:30,10:45
277,5,10:45,11:00
277,5,11:00,11:15
277,5,11:15,11:30
277,5,11:30,11:45
277,5,11:45,12:00
277,5,12:00,12:15
277,5,12:15,12:30
277,5,12:30,12:45
277,5,12:45,13:00
277,5,13:00,13:15
277,5,13:15,13:30
277,5,13:30,13:45
277,5,13:45,14:00
277,5,14:00,14:15
277,5,14:15,14:30
277,5,14:30,14:45
277,5,14:45,15:00
277,5,15:00,15:15
277,5,15:15,15:30
277,5,15:30,15:45
277,5,15:45,16:00
277,5,16:00,16:15
277,5,16:15,16:30
277,5,16:30,16:45
277,5,16:45,17:00
277,6,8:00,8:15
277,6,8:15,8:30
277,6,8:30,8:45
277,6,8:45,9:00
277,6,9:00,9:15
277,6,9:15,9:30
277,6,9:30,9:45
277,6,9:45,10:00
277,6,10:00,10:15
277,6,10:15,10:30
277,6,10:30,10:45
277,6,10:45,11:00
277,6,11:00,11:15
277,6,11:15,11:30
277,6,11:30,11:45
277,6,11:45,12:00
277,6,12:00,12:15
277,6,12:15,12:30
277,6,12:30,12:45
277,6,12:45,13:00
277,6,13:00,13:15
277,6,13:15,13:30
277,6,13:30,13:45
277,6,13:45,14:00
277,6,14:00,14:15
277,6,14:15,14:30
277,6,14:30,14:45
277,6,14:45,15:00
277,6,15:00,15:15
277,6,15:15,15:30
277,6,15:30,15:45
277,6,15:45,16:00
277,6,16:00,16:15
277,6,16:15,16:30
277,6,16:30,16:45
277,6,16:45,17:00
276,6,13:00,13:15
276,6,13:15,13:30
276,6,13:30,13:45
276,6,13:45,14:00
276,6,14:00,14:15
276,6,14:15,14:30
276,6,14:30,14:45
276,6,14:45,15:00
273,2,8:00,8:15
273,2,8:15,8:30
273,2,8:30,8:45
273,2,8:45,9:00
273,2,9:00,9:15
273,2,9:15,9:30
273,2,9:30,9:45
273,2,9:45,10:00
273,2,10:00,10:15
273,2,10:15,10:30
273,2,10:30,10:45
273,2,10:45,11:00
273,2,11:00,11:15
273,2,11:15,11:30
273,2,11:30,11:45
273,2,11:45,12:00
273,2,12:00,12:15
273,2,12:15,12:30
273,2,12:30,12:45
273,2,12:45,13:00
273,2,13:00,13:15
273,2,13:15,13:30
273,2,13:30,13:45
273,2,13:45,14:00
273,2,14:00,14:15
273,2,14:15,14:30
273,2,14:30,14:45
273,2,14:45,15:00
273,2,15:00,15:15
273,2,15:15,15:30
273,2,15:30,15:45
273,2,15:45,16:00
273,3,8:00,8:15
273,3,8:15,8:30
273,3,8:30,8:45
273,3,8:45,9:00
273,3,9:00,9:15
273,3,9:15,9:30
273,3,9:30,9:45
273,3,9:45,10:00
273,3,10:00,10:15
273,3,10:15,10:30
273,3,10:30,10:45
273,3,10:45,11:00
273,3,11:00,11:15
273,3,11:15,11:30
273,3,11:30,11:45
273,3,11:45,12:00
273,3,12:00,12:15
273,3,12:15,12:30
273,3,12:30,12:45
273,3,12:45,13:00
273,3,13:00,13:15
273,3,13:15,13:30
273,3,13:30,13:45
273,3,13:45,14:00
273,3,14:00,14:15
273,3,14:15,14:30
273,3,14:30,14:45
273,3,14:45,15:00
273,3,15:00,15:15
273,3,15:15,15:30
273,3,15:30,15:45
273,3,15:45,16:00
273,5,8:00,8:15
273,5,8:15,8:30
273,5,8:30,8:45
273,5,8:45,9:00
273,5,9:00,9:15
273,5,9:15,9:30
273,5,9:30,9:45
273,5,9:45,10:00
273,5,10:00,10:15
273,5,10:15,10:30
273,5,10:30,10:45
273,5,10:45,11:00
273,5,11:00,11:15
273,5,11:15,11:30
273,5,11:30,11:45
273,5,11:45,12:00
273,5,12:00,12:15
273,5,12:15,12:30
273,5,12:30,12:45
273,5,12:45,13:00
273,5,13:00,13:15
273,5,13:15,13:30
273,5,13:30,13:45
273,5,13:45,14:00
273,5,14:00,14:15
273,5,14:15,14:30
273,5,14:30,14:45
273,5,14:45,15:00
273,5,15:00,15:15
273,5,15:15,15:30
273,5,15:30,15:45
273,5,15:45,16:00
271,5,8:00,8:15
271,5,8:15,8:30
271,5,8:30,8:45
271,5,8:45,9:00
271,5,9:00,9:15
271,5,9:15,9:30
271,5,9:30,9:45
271,5,9:45,10:00
271,5,10:00,10:15
271,5,10:15,10:30
271,5,13:00,13:15
271,5,13:15,13:30
271,5,13:30,13:45
271,5,13:45,14:00
271,5,14:00,14:15
271,5,14:15,14:30
271,5,14:30,14:45
271,5,14:45,15:00
271,5,15:00,15:15
271,5,15:15,15:30
271,5,15:30,15:45
271,5,15:45,16:00
270,2,10:00,10:20
270,2,10:20,10:40
270,2,10:40,11:00
270,2,11:00,11:20
270,2,11:20,11:40
270,2,11:40,12:00
270,2,12:00,12:20
270,2,12:20,12:40
270,2,12:40,13:00
270,2,13:00,13:20
270,2,13:20,13:40
270,2,13:40,14:00
270,2,14:00,14:20
270,2,14:20,14:40
270,2,14:40,15:00
270,2,15:00,15:20
270,2,15:20,15:40
270,2,15:40,16:00
270,2,16:00,16:20
270,2,16:20,16:40
270,2,16:40,17:00
270,3,10:00,10:20
270,3,10:20,10:40
270,3,10:40,11:00
270,3,11:00,11:20
270,3,11:20,11:40
270,3,11:40,12:00
270,3,12:00,12:20
270,3,12:20,12:40
270,3,12:40,13:00
270,3,13:00,13:20
270,3,13:20,13:40
270,3,13:40,14:00
270,3,14:00,14:20
270,3,14:20,14:40
270,3,14:40,15:00
270,3,15:00,15:20
270,3,15:20,15:40
270,3,15:40,16:00
270,3,16:00,16:20
270,3,16:20,16:40
270,3,16:40,17:00
270,4,10:00,10:20
270,4,10:20,10:40
270,4,10:40,11:00
270,4,11:00,11:20
270,4,11:20,11:40
270,4,11:40,12:00
270,4,12:00,12:20
270,4,12:20,12:40
270,4,12:40,13:00
270,4,13:00,13:20
270,4,13:20,13:40
270,4,13:40,14:00
270,4,14:00,14:20
270,4,14:20,14:40
270,4,14:40,15:00
270,4,15:00,15:20
270,4,15:20,15:40
270,4,15:40,16:00
270,4,16:00,16:20
270,4,16:20,16:40
270,4,16:40,17:00
270,5,10:00,10:20
270,5,10:20,10:40
270,5,10:40,11:00
270,5,11:00,11:20
270,5,11:20,11:40
270,5,11:40,12:00
270,5,12:00,12:20
270,5,12:20,12:40
270,5,12:40,13:00
270,5,13:00,13:20
270,5,13:20,13:40
270,5,13:40,14:00
270,5,14:00,14:20
270,5,14:20,14:40
270,5,14:40,15:00
270,5,15:00,15:20
270,5,15:20,15:40
270,5,15:40,16:00
270,5,16:00,16:20
270,5,16:20,16:40
270,5,16:40,17:00
270,6,10:00,10:20
270,6,10:20,10:40
270,6,10:40,11:00
264,2,8:00,8:20
264,2,8:20,8:40
264,2,8:40,9:00
264,2,9:00,9:20
264,2,9:20,9:40
264,2,9:40,10:00
264,2,10:00,10:20
264,2,10:20,10:40
264,2,10:40,11:00
264,2,11:00,11:20
264,2,11:20,11:40
264,2,11:40,12:00
264,2,12:00,12:20
264,2,12:20,12:40
264,2,12:40,13:00
264,2,13:00,13:20
264,2,13:20,13:40
264,2,13:40,14:00
264,2,14:00,14:20
264,2,14:20,14:40
264,2,14:40,15:00
264,3,8:00,8:20
264,3,8:20,8:40
264,3,8:40,9:00
264,3,9:00,9:20
264,3,9:20,9:40
264,3,9:40,10:00
264,3,10:00,10:20
264,3,10:20,10:40
264,3,10:40,11:00
264,3,11:00,11:20
264,3,11:20,11:40
264,3,11:40,12:00
264,3,12:00,12:20
264,3,12:20,12:40
264,3,12:40,13:00
264,3,13:00,13:20
264,3,13:20,13:40
264,3,13:40,14:00
264,3,14:00,14:20
264,3,14:20,14:40
264,3,14:40,15:00
264,4,8:00,8:20
264,4,8:20,8:40
264,4,8:40,9:00
264,4,9:00,9:20
264,4,9:20,9:40
264,4,9:40,10:00
264,4,10:00,10:20
264,4,10:20,10:40
264,4,10:40,11:00
264,4,11:00,11:20
264,4,11:20,11:40
264,4,11:40,12:00
264,4,12:00,12:20
264,4,12:20,12:40
264,4,12:40,13:00
264,4,13:00,13:20
264,4,13:20,13:40
264,4,13:40,14:00
264,4,14:00,14:20
264,4,14:20,14:40
264,4,14:40,15:00
264,5,8:00,8:20
264,5,8:20,8:40
264,5,8:40,9:00
264,5,9:00,9:20
264,5,9:20,9:40
264,5,9:40,10:00
264,5,10:00,10:20
264,5,10:20,10:40
264,5,10:40,11:00
264,5,11:00,11:20
264,5,11:20,11:40
264,5,11:40,12:00
264,5,12:00,12:20
264,5,12:20,12:40
264,5,12:40,13:00
264,5,13:00,13:20
264,5,13:20,13:40
264,5,13:40,14:00
264,5,14:00,14:20
264,5,14:20,14:40
264,5,14:40,15:00
264,6,8:00,8:20
264,6,8:20,8:40
264,6,8:40,9:00
264,6,9:00,9:20
264,6,9:20,9:40
264,6,9:40,10:00
264,6,10:00,10:20
264,6,10:20,10:40
264,6,10:40,11:00
264,6,11:00,11:20
264,6,11:20,11:40
264,6,11:40,12:00
264,6,12:00,12:20
264,6,12:20,12:40
264,6,12:40,13:00
264,6,13:00,13:20
264,6,13:20,13:40
264,6,13:40,14:00
264,6,14:00,14:20
264,6,14:20,14:40
264,6,14:40,15:00
263,2,7:00,7:15
263,2,7:15,7:30
263,2,7:30,7:45
263,2,7:45,8:00
263,2,8:00,8:15
263,2,8:15,8:30
263,2,8:30,8:45
263,2,8:45,9:00
263,2,9:00,9:15
263,2,9:15,9:30
263,2,9:30,9:45
263,2,9:45,10:00
263,2,10:00,10:15
263,2,10:15,10:30
263,2,10:30,10:45
263,2,10:45,11:00
263,2,11:00,11:15
263,2,11:15,11:30
263,2,11:30,11:45
263,2,11:45,12:00
263,2,12:00,12:15
263,2,12:15,12:30
263,2,12:30,12:45
263,2,12:45,13:00
263,2,13:00,13:15
263,2,13:15,13:30
263,2,13:30,13:45
263,2,13:45,14:00
263,2,14:00,14:15
263,2,14:15,14:30
263,2,14:30,14:45
263,2,15:15,15:30
263,2,15:30,15:45
263,2,15:45,16:00
263,2,16:00,16:15
263,2,16:15,16:30
263,3,8:00,8:15
263,3,8:15,8:30
263,3,8:30,8:45
263,3,8:45,9:00
263,3,9:00,9:15
263,3,9:15,9:30
263,3,9:30,9:45
263,3,9:45,10:00
263,3,10:00,10:15
263,3,10:15,10:30
263,3,10:30,10:45
263,3,10:45,11:00
263,3,11:00,11:15
263,3,11:15,11:30
263,3,11:30,11:45
263,3,11:45,12:00
263,3,12:00,12:15
263,3,12:15,12:30
263,3,12:30,12:45
263,3,12:45,13:00
263,3,13:00,13:15
263,3,13:15,13:30
263,3,13:30,13:45
263,3,13:45,14:00
263,3,14:00,14:15
263,3,14:15,14:30
263,3,14:30,14:45
263,3,14:45,15:00
263,3,15:00,15:15
263,3,15:15,15:30
263,3,15:30,15:45
263,3,15:45,16:00
263,3,16:00,16:15
263,3,16:15,16:30
263,3,16:30,16:45
263,3,16:45,17:00
263,3,17:00,17:15
263,3,17:15,17:30
263,3,17:30,17:45
263,3,17:45,18:00
263,3,18:00,18:15
263,4,7:45,8:00
263,4,8:00,8:15
263,4,8:15,8:30
263,4,8:30,8:45
263,4,8:45,9:00
263,4,9:00,9:15
263,4,9:15,9:30
263,4,9:30,9:45
263,4,9:45,10:00
263,4,10:00,10:15
263,4,10:15,10:30
263,4,10:30,10:45
263,4,10:45,11:00
263,4,11:00,11:15
263,4,11:15,11:30
263,4,11:30,11:45
263,4,11:45,12:00
263,4,12:00,12:15
263,4,12:15,12:30
263,4,12:30,12:45
263,4,12:45,13:00
263,4,13:00,13:15
263,4,13:15,13:30
263,4,13:30,13:45
263,4,13:45,14:00
263,4,14:00,14:15
263,4,14:15,14:30
263,4,15:00,15:15
263,4,15:15,15:30
263,4,15:30,15:45
263,4,15:45,16:00
263,4,16:00,16:15
263,5,8:00,8:15
263,5,8:15,8:30
263,5,8:30,8:45
263,5,8:45,9:00
263,5,9:00,9:15
263,5,9:15,9:30
263,5,9:30,9:45
263,5,9:45,10:00
263,5,10:00,10:15
263,5,10:15,10:30
263,5,10:30,10:45
263,5,10:45,11:00
263,5,11:00,11:15
263,5,11:15,11:30
263,5,11:30,11:45
263,5,11:45,12:00
263,5,12:00,12:15
263,5,12:15,12:30
263,5,12:30,12:45
263,5,12:45,13:00
263,5,13:00,13:15
263,5,13:15,13:30
263,5,13:30,13:45
263,5,13:45,14:00
263,5,14:00,14:15
263,5,14:45,15:00
263,5,15:00,15:15
263,5,15:15,15:30
263,5,15:30,15:45
263,5,15:45,16:00
263,5,16:00,16:15
263,5,16:15,16:30
263,6,8:30,8:45
263,6,8:45,9:00
263,6,9:00,9:15
263,6,9:15,9:30
263,6,9:30,9:45
263,6,9:45,10:00
263,6,10:00,10:15
263,6,10:15,10:30
253,2,8:00,8:20
253,2,8:20,8:40
253,2,8:40,9:00
253,2,9:00,9:20
253,2,9:20,9:40
253,2,9:40,10:00
253,2,10:00,10:20
253,2,10:20,10:40
253,2,10:40,11:00
253,2,11:00,11:20
253,2,11:20,11:40
253,2,11:40,12:00
253,2,12:00,12:20
253,2,12:20,12:40
253,2,12:40,13:00
253,2,13:00,13:20
253,2,13:20,13:40
253,2,13:40,14:00
253,3,8:00,8:20
253,3,8:20,8:40
253,3,8:40,9:00
253,3,9:00,9:20
253,3,9:20,9:40
253,3,9:40,10:00
253,3,10:00,10:20
253,3,10:20,10:40
253,3,10:40,11:00
253,3,11:00,11:20
253,3,11:20,11:40
253,3,11:40,12:00
253,3,12:00,12:20
253,3,12:20,12:40
253,3,12:40,13:00
253,3,13:00,13:20
253,3,13:20,13:40
253,3,13:40,14:00
252,2,8:00,8:20
252,2,8:20,8:40
252,2,8:40,9:00
252,2,9:00,9:20
252,2,9:20,9:40
252,2,9:40,10:00
252,2,10:00,10:20
252,2,10:20,10:40
252,2,10:40,11:00
252,2,11:00,11:20
252,2,11:20,11:40
252,2,11:40,12:00
252,2,12:00,12:20
252,2,12:20,12:40
252,2,12:40,13:00
252,2,13:00,13:20
252,2,13:20,13:40
252,2,13:40,14:00
252,3,8:00,8:20
252,3,8:20,8:40
252,3,8:40,9:00
252,3,9:00,9:20
252,3,9:20,9:40
252,3,9:40,10:00
252,3,10:00,10:20
252,3,10:20,10:40
252,3,10:40,11:00
252,3,11:00,11:20
252,3,11:20,11:40
252,3,11:40,12:00
252,3,12:00,12:20
252,3,12:20,12:40
252,3,12:40,13:00
252,3,13:00,13:20
252,3,13:20,13:40
252,3,13:40,14:00
248,2,9:00,9:15
248,2,9:15,9:30
248,2,9:30,9:45
248,2,9:45,10:00
248,2,10:00,10:15
248,2,10:15,10:30
248,2,10:30,10:45
248,2,10:45,11:00
248,2,11:00,11:15
248,2,11:15,11:30
248,2,11:30,11:45
248,2,11:45,12:00
248,2,12:00,12:15
248,2,12:15,12:30
248,2,12:30,12:45
248,2,12:45,13:00
248,2,13:00,13:15
248,2,13:15,13:30
248,2,13:30,13:45
248,2,13:45,14:00
248,2,14:00,14:15
248,2,14:15,14:30
248,2,14:30,14:45
248,2,14:45,15:00
248,2,15:00,15:15
248,2,15:15,15:30
248,2,15:30,15:45
248,2,15:45,16:00
248,2,16:00,16:15
248,2,16:15,16:30
248,2,16:30,16:45
248,2,16:45,17:00
248,3,11:00,11:15
248,3,11:15,11:30
248,3,11:30,11:45
248,3,11:45,12:00
248,3,12:00,12:15
248,3,12:15,12:30
248,3,12:30,12:45
248,3,12:45,13:00
248,3,13:00,13:15
248,3,13:15,13:30
248,3,13:30,13:45
248,3,13:45,14:00
248,3,14:00,14:15
248,3,14:15,14:30
248,3,14:30,14:45
248,3,14:45,15:00
248,3,15:00,15:15
248,3,15:15,15:30
248,3,15:30,15:45
248,3,15:45,16:00
248,3,16:00,16:15
248,3,16:15,16:30
248,3,16:30,16:45
248,3,16:45,17:00
248,3,17:00,17:15
248,3,17:15,17:30
248,3,17:30,17:45
248,3,17:45,18:00
248,3,18:00,18:15
248,3,18:15,18:30
248,3,18:30,18:45
248,3,18:45,19:00
248,4,9:00,9:15
248,4,9:15,9:30
248,4,9:30,9:45
248,4,9:45,10:00
248,4,10:00,10:15
248,4,10:15,10:30
248,4,10:30,10:45
248,4,10:45,11:00
248,4,11:00,11:15
248,4,11:15,11:30
248,4,11:30,11:45
248,4,11:45,12:00
248,4,12:00,12:15
248,4,12:15,12:30
248,4,12:30,12:45
248,4,12:45,13:00
248,4,13:00,13:15
248,4,13:15,13:30
248,4,13:30,13:45
248,4,13:45,14:00
248,4,14:00,14:15
248,4,14:15,14:30
248,4,14:30,14:45
248,4,14:45,15:00
248,4,15:00,15:15
248,4,15:15,15:30
248,4,15:30,15:45
248,4,15:45,16:00
248,4,16:00,16:15
248,4,16:15,16:30
248,4,16:30,16:45
248,4,16:45,17:00
248,5,9:00,9:15
248,5,9:15,9:30
248,5,9:30,9:45
248,5,9:45,10:00
248,5,10:00,10:15
248,5,10:15,10:30
248,5,10:30,10:45
248,5,10:45,11:00
248,5,11:00,11:15
248,5,11:15,11:30
248,5,11:30,11:45
248,5,11:45,12:00
248,5,12:00,12:15
248,5,12:15,12:30
248,5,12:30,12:45
248,5,12:45,13:00
248,5,13:00,13:15
248,5,13:15,13:30
248,5,13:30,13:45
248,5,13:45,14:00
248,5,14:00,14:15
248,5,14:15,14:30
248,5,14:30,14:45
248,5,14:45,15:00
248,5,15:00,15:15
248,5,15:15,15:30
248,5,15:30,15:45
248,5,15:45,16:00
248,5,16:00,16:15
248,5,16:15,16:30
248,5,16:30,16:45
248,5,16:45,17:00
248,5,17:00,17:15
248,5,17:15,17:30
248,5,17:30,17:45
248,5,17:45,18:00
248,5,18:00,18:15
248,5,18:15,18:30
248,5,18:30,18:45
248,5,18:45,19:00
248,5,20:30,20:45
248,5,20:45,21:00
248,6,10:00,10:15
248,6,10:15,10:30
248,6,10:30,10:45
248,6,10:45,11:00
248,6,11:00,11:15
248,6,11:15,11:30
248,6,11:30,11:45
248,6,11:45,12:00
248,6,12:00,12:15
248,6,12:15,12:30
248,6,12:30,12:45
248,6,12:45,13:00
248,6,13:00,13:15
248,6,13:15,13:30
248,6,13:30,13:45
248,6,13:45,14:00
247,2,8:40,9:00
247,2,9:00,9:20
247,2,9:20,9:40
247,2,9:40,10:00
247,2,10:00,10:20
247,2,10:20,10:40
247,2,10:40,11:00
247,2,11:00,11:20
247,2,11:20,11:40
247,2,11:40,12:00
247,2,12:00,12:20
247,2,12:20,12:40
247,2,12:40,13:00
247,2,13:00,13:20
247,2,13:20,13:40
247,2,13:40,14:00
247,2,14:00,14:20
247,3,9:20,9:40
247,3,9:40,10:00
247,3,10:00,10:20
247,3,10:20,10:40
247,3,10:40,11:00
247,3,11:00,11:20
247,3,11:20,11:40
247,3,11:40,12:00
247,3,12:00,12:20
247,3,12:20,12:40
247,3,12:40,13:00
247,4,8:40,9:00
247,4,9:00,9:20
247,4,9:20,9:40
247,4,9:40,10:00
247,4,10:00,10:20
247,4,10:20,10:40
247,4,10:40,11:00
247,4,11:00,11:20
247,4,11:20,11:40
247,4,11:40,12:00
247,4,12:00,12:20
247,4,12:20,12:40
247,4,12:40,13:00
247,4,13:00,13:20
247,4,13:20,13:40
247,4,13:40,14:00
247,4,14:00,14:20
247,5,12:40,13:00
247,5,13:00,13:20
247,5,13:20,13:40
247,5,13:40,14:00
247,5,14:00,14:20
247,5,14:20,14:40
247,5,14:40,15:00
247,5,15:00,15:20
247,5,15:20,15:40
247,5,15:40,16:00
247,5,16:00,16:20
247,5,16:20,16:40
247,5,16:40,17:00
247,6,14:00,14:20
247,6,14:20,14:40
247,6,14:40,15:00
247,6,15:00,15:20
247,6,15:20,15:40
247,6,15:40,16:00
247,6,16:00,16:20
247,6,16:20,16:40
247,6,16:40,17:00
247,6,17:00,17:20
236,2,8:00,8:20
236,2,8:20,8:40
236,2,8:40,9:00
236,2,9:00,9:20
236,2,9:20,9:40
236,2,9:40,10:00
236,2,10:00,10:20
236,2,10:20,10:40
236,2,10:40,11:00
236,2,11:00,11:20
236,2,11:20,11:40
236,2,11:40,12:00
236,2,12:00,12:20
236,2,12:20,12:40
236,2,12:40,13:00
236,2,13:00,13:20
236,2,13:20,13:40
236,2,13:40,14:00
236,2,14:00,14:20
236,2,14:20,14:40
236,2,14:40,15:00
236,3,8:00,8:20
236,3,8:20,8:40
236,3,8:40,9:00
236,3,9:00,9:20
236,3,9:20,9:40
236,3,9:40,10:00
236,3,10:00,10:20
236,3,10:20,10:40
236,3,10:40,11:00
236,3,11:00,11:20
236,3,11:20,11:40
236,3,11:40,12:00
236,3,12:00,12:20
236,3,12:20,12:40
236,3,12:40,13:00
236,3,13:00,13:20
236,3,13:20,13:40
236,3,13:40,14:00
236,3,14:00,14:20
236,3,14:20,14:40
236,3,14:40,15:00
236,4,8:00,8:20
236,4,8:20,8:40
236,4,8:40,9:00
236,4,9:00,9:20
236,4,9:20,9:40
236,4,9:40,10:00
236,4,10:00,10:20
236,4,10:20,10:40
236,4,10:40,11:00
236,4,11:00,11:20
236,4,11:20,11:40
236,4,11:40,12:00
236,4,12:00,12:20
236,4,12:20,12:40
236,4,12:40,13:00
236,4,13:00,13:20
236,4,13:20,13:40
236,4,13:40,14:00
236,4,14:00,14:20
236,4,14:20,14:40
236,4,14:40,15:00
236,5,8:00,8:20
236,5,8:20,8:40
236,5,8:40,9:00
236,5,9:00,9:20
236,5,9:20,9:40
236,5,9:40,10:00
236,5,10:00,10:20
236,5,10:20,10:40
236,5,10:40,11:00
236,5,11:00,11:20
236,5,11:20,11:40
236,5,11:40,12:00
236,5,12:00,12:20
236,5,12:20,12:40
236,5,12:40,13:00
236,5,13:00,13:20
236,5,13:20,13:40
236,5,13:40,14:00
236,5,14:00,14:20
236,5,14:20,14:40
236,5,14:40,15:00
236,6,8:00,8:20
236,6,8:20,8:40
236,6,8:40,9:00
236,6,9:00,9:20
236,6,9:20,9:40
236,6,9:40,10:00
236,6,10:00,10:20
236,6,10:20,10:40
236,6,10:40,11:00
236,6,11:00,11:20
236,6,11:20,11:40
236,6,11:40,12:00
236,6,12:00,12:20
236,6,12:20,12:40
236,6,12:40,13:00
236,6,13:00,13:20
236,6,13:20,13:40
236,6,13:40,14:00
236,6,14:00,14:20
236,6,14:20,14:40
236,6,14:40,15:00
234,2,16:00,16:20
234,2,16:20,16:40
234,2,16:40,17:00
234,3,16:30,17:00
234,3,17:00,17:20
234,3,17:20,17:40
234,3,17:40,18:00
234,3,18:00,18:20
234,3,18:20,18:40
234,3,18:40,19:00
234,3,19:00,19:20
234,3,19:20,19:40
234,3,19:40,20:00
234,4,16:30,17:00
234,4,17:00,17:20
234,4,17:20,17:40
234,4,17:40,18:00
234,4,18:00,18:20
234,4,18:20,18:40
234,4,18:40,19:00
234,4,19:00,19:20
234,4,19:20,19:40
234,4,19:40,20:00
234,5,16:30,17:00
234,5,17:00,17:20
234,5,17:20,17:40
234,5,17:40,18:00
234,5,18:00,18:20
234,5,18:20,18:40
234,5,18:40,19:00
234,5,19:00,19:20
234,5,19:20,19:40
234,5,19:40,20:00
234,6,9:30,10:00
234,6,10:00,10:20
234,6,10:20,10:40
234,6,10:40,11:00
234,6,11:00,11:20
234,6,11:20,11:40
234,6,11:40,12:00
234,6,12:00,12:20
234,6,12:20,12:40
234,6,12:40,13:00
234,6,13:00,13:20
234,6,13:20,13:40
234,6,13:40,14:00
233,2,16:00,16:20
233,2,16:20,16:40
233,2,16:40,17:00
233,3,16:30,17:00
233,3,17:00,17:20
233,3,17:20,17:40
233,3,17:40,18:00
233,3,18:00,18:20
233,3,18:20,18:40
233,3,18:40,19:00
233,3,19:00,19:20
233,3,19:20,19:40
233,3,19:40,20:00
233,4,16:30,17:00
233,4,17:00,17:20
233,4,17:20,17:40
233,4,17:40,18:00
233,4,18:00,18:20
233,4,18:20,18:40
233,4,18:40,19:00
233,4,19:00,19:20
233,4,19:20,19:40
233,4,19:40,20:00
233,5,16:30,17:00
233,5,17:00,17:20
233,5,17:20,17:40
233,5,17:40,18:00
233,5,18:00,18:20
233,5,18:20,18:40
233,5,18:40,19:00
233,5,19:00,19:20
233,5,19:20,19:40
233,5,19:40,20:00
233,6,9:30,10:00
233,6,10:00,10:20
233,6,10:20,10:40
233,6,10:40,11:00
233,6,11:00,11:20
233,6,11:20,11:40
233,6,11:40,12:00
233,6,12:00,12:20
233,6,12:20,12:40
233,6,12:40,13:00
233,6,13:00,13:20
233,6,13:20,13:40
233,6,13:40,14:00
232,2,16:00,16:20
232,2,16:20,16:40
232,2,16:40,17:00
232,3,16:30,17:00
232,3,17:00,17:20
232,3,17:20,17:40
232,3,17:40,18:00
232,3,18:00,18:20
232,3,18:20,18:40
232,3,18:40,19:00
232,3,19:00,19:20
232,3,19:20,19:40
232,3,19:40,20:00
232,4,16:30,17:00
232,4,17:00,17:20
232,4,17:20,17:40
232,4,17:40,18:00
232,4,18:00,18:20
232,4,18:20,18:40
232,4,18:40,19:00
232,4,19:00,19:20
232,4,19:20,19:40
232,4,19:40,20:00
232,5,16:30,17:00
232,5,17:00,17:20
232,5,17:20,17:40
232,5,17:40,18:00
232,5,18:00,18:20
232,5,18:20,18:40
232,5,18:40,19:00
232,5,19:00,19:20
232,5,19:20,19:40
232,5,19:40,20:00
232,6,9:30,10:00
232,6,10:00,10:20
232,6,10:20,10:40
232,6,10:40,11:00
232,6,11:00,11:20
232,6,11:20,11:40
232,6,11:40,12:00
232,6,12:00,12:20
232,6,12:20,12:40
232,6,12:40,13:00
232,6,13:00,13:20
232,6,13:20,13:40
232,6,13:40,14:00
228,2,8:00,8:10
228,2,8:10,8:20
228,2,8:20,8:30
228,2,8:30,8:40
228,2,9:10,9:20
228,2,9:20,9:30
228,2,9:30,9:40
228,2,9:40,9:50
228,2,9:50,10:00
228,2,10:00,10:10
228,2,10:10,10:20
228,2,10:20,10:30
228,2,10:30,10:40
228,2,10:40,10:50
228,2,10:50,11:00
228,2,11:00,11:10
228,2,11:10,11:20
228,2,11:20,11:30
228,2,11:30,11:40
228,2,11:40,11:50
228,2,11:50,12:00
228,2,12:00,12:10
228,2,12:10,12:20
228,2,12:20,12:30
228,2,12:30,12:40
228,2,12:40,12:50
228,2,12:50,13:00
228,2,13:00,13:10
228,2,13:10,13:20
228,2,13:20,13:30
228,2,13:30,13:40
228,2,13:40,13:50
228,2,13:50,14:00
228,2,16:00,16:10
228,2,16:10,16:20
228,2,16:20,16:30
228,2,16:30,16:40
228,2,16:40,16:50
228,2,16:50,17:00
226,2,13:00,13:20
226,2,13:20,13:40
226,2,13:40,14:00
226,2,14:00,14:20
226,2,14:20,14:40
